text,label,place
"not fancy, but is just amazingly good. super cheap, really tasty variety of baked goods. would recommend the savoury food massively.",5,Bake 麵包屋
i tried the fish cone green tea and vanilla ice cream and the mini custard filled fishies. both were delicious.,5,Bake 麵包屋
the taiyaki ice cream is awesome. the matcha flavour is tasty. smooth creamy ice cream. the cone is crispy and slightly chewy. they give a generous amount of ice cream too. good value for 4. plus you can get a nice photo. they also sell a variety of chinese style bake goods.,5,Bake 麵包屋
the buns are amazing and heavenly good  again and again i am gonna go there ,5,Bake 麵包屋
"great food, especially the nutella fish shaped pancakes",5,Bake 麵包屋
"very old school chinese baked goods - tbh theyre probably a bit niche for most westerners, but i love their chicken floss buns and other assorted goodies such as light as air padan rolls. put them on a tray and then take them to the counter to pay and have them wrapped, or youll be told off.",5,Bake 麵包屋
"bake is a popular shop with ice cream, genuine chinese fresh baked goods (these are at a reasonable price). the staff is efficient and works fast. they sell the hyped matcha flavoured icy creamy goodness in an japanese taiyaki. it's good but as is with most hypes - overpriced.",4,Bake 麵包屋
"don't know about the buns, the ice cream was nice, the cake not so much.",4,Bake 麵包屋
nice ice cream. you can have it in two flavors; vanilla  or green tea.,4,Bake 麵包屋
gr8,5,Bake 麵包屋
fresh taiyaki made on site with choice of ice creams and fillings. also a good range of chinese pastries.,5,Bake 麵包屋
vanilla flavour was yummy and that fish shaped cone made it much more interesting.,4,Bake 麵包屋
"i got the green tea ice cream. beautiful presentation, flavor was a bit lacking (couldn't really taste the green tea/matcha), but the fish pastry was delicious. i got some buns last time and they were pretty soft and fresh.",4,Bake 麵包屋
"tea time,supreme. pastries, apple pie, choc fudge exquisite.we enjoy it !one more time. .",5,Bake 麵包屋
"fun asian bakery. lots of fun options at affordable prices. there's a slight language barrier which makes their customer service seem lacking. i thought the fish ice cream thing was gonna be a total gimmick (that i wanted to be a park of nevertheless), but turns out the green tea soft serve was quite tastey.",5,Bake 麵包屋
"amazing food , especially the pandan cake and ice cream. extremely helpful and will continue to go in the future",5,Bake 麵包屋
lovely soft bread filled with cream and sprinkled with coconut. light as a cloud and very yummy. will certainly be back for more  ,5,Bake 麵包屋
the food is nice. but the customer service is the worst! the woman who serves the ice cream was so nice! dont get me wrong. but the two people at the till. extremely rude and i have been thee twice. same person and same service from her. if you are ok with having nice food but rubbish service. this is the place for you.,1,Bake 麵包屋
"we were too full to try anything more then the green tea ice-cream. the gimmick of the fish is very cool, and tasty. the ice-cream is not too sweet, perfectly balanced. loved it, and would definitely try other things on my next visit.",5,Bake 麵包屋
small take-away asian bakery. loved the small fish shaped pasty that is lightly stuffed with custard.,4,Bake 麵包屋
best hk style bakery in chinatown! i always get char siu bao!,4,Bake 麵包屋
very good chinese buns. they are very creative and flavourful.,5,Bake 麵包屋
"always come here for lovely cake, i'd definitely recommend the matcha green tea ice cream with the fish cone! very delicious!!",5,Bake 麵包屋
tried the taiyaki with green tea ice cream.yummy! looked like they had a great selection of baked things.,5,Bake 麵包屋
sweet sweet! i love how they made their bakery so sweet. lst time i went spent almost 20!,5,Bake 麵包屋
they have some dope ice cream. seemed to be in a rush kicking us out as soon as we had our order.,4,Bake 麵包屋
yummy! definitely worth the wait,3,Bake 麵包屋
the egg custards were very delicious. we also bought pineapple flavored bread etc. they were all good.,4,Bake 麵包屋
"i don't even wanna give them 1star. the worst customer service ever.. (maybe the lady who i talked with was just really bad, and not rest of employees.) i don't usually write bad reviews, but this place was unbelievable. thank you for ruining my first london trip! i will never go back.",1,Bake 麵包屋
love the pistachio ice cream that comes in a fish waffle cone.,5,Bake 麵包屋
"got ripped off. clearly stated 'smallest, cheapest green tea possible'. got suspicious when they asked for receipt and didn't want to give it back. 2nd star for tea ice creme taste.",2,Bake 麵包屋
taiyaki  so delicious !! try it out,5,Bake 麵包屋
"it's one of the few authentic shops around leicester square. you can find a wide range of freshly baked products. it is always crowded, and you can't expect much of service, but you can help yourself with peace of mind through a self-service scheme.",5,Bake 麵包屋
so-so. nothing all that special. their soft served ice cream tastes no different than something you can find easily at mcdonalds. just tastes sweet and no other flavour. buns are alright.,3,Bake 麵包屋
good quality tasty food.,4,Beijing Dumpling
fantastic food and lovely service! we come back when next time in london,5,Beijing Dumpling
"amazing food, with dumplings prepared in the front. usually busy so book ahead, or go early.",5,Beijing Dumpling
food is nice.  love the dumplings.  but my favourite is the special fried rice.  the staff is nice.,4,Beijing Dumpling
the finest venue in china town,5,Beijing Dumpling
good cheap but not exceptional when it comes to dumplings. tasty but a tad small and lacking the broth inside the dumpling. other dishes delicious so for 30 2 people 4 dishes and tea i'd go again.,4,Beijing Dumpling
"really disappointed, the food has no taste and the waiters were really rude.",2,Beijing Dumpling
"we've been here a couple of times and the quality varies but this was the worst of the worst. zero szechuan in the szechuan chicken, rubbery squid and dried out crusty xiao long bao. i've had better food and service in a mall food court.",1,Beijing Dumpling
